id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	epi_Ciliated|epi_Ciliated	epi_Ciliated|epi_Pre-ciliated	epi_Ciliated|epi_SOX9_LGR5	epi_Ciliated|epi_SOX9_prolif	epi_Ciliated|epi_SOX9	epi_Ciliated|Fibroblast eS	epi_Ciliated|Lymphoid	epi_Ciliated|Myeloid	epi_Ciliated|Fibroblast C7	epi_Pre-ciliated|epi_Ciliated	epi_Pre-ciliated|epi_Pre-ciliated	epi_Pre-ciliated|epi_SOX9_LGR5	epi_Pre-ciliated|epi_SOX9_prolif	epi_Pre-ciliated|epi_SOX9	epi_Pre-ciliated|Fibroblast eS	epi_Pre-ciliated|Lymphoid	epi_Pre-ciliated|Myeloid	epi_Pre-ciliated|Fibroblast C7	epi_SOX9_LGR5|epi_Ciliated	epi_SOX9_LGR5|epi_Pre-ciliated	epi_SOX9_LGR5|epi_SOX9_LGR5	epi_SOX9_LGR5|epi_SOX9_prolif	epi_SOX9_LGR5|epi_SOX9	epi_SOX9_LGR5|Fibroblast eS	epi_SOX9_LGR5|Lymphoid	epi_SOX9_LGR5|Myeloid	epi_SOX9_LGR5|Fibroblast C7	epi_SOX9_prolif|epi_Ciliated	epi_SOX9_prolif|epi_Pre-ciliated	epi_SOX9_prolif|epi_SOX9_LGR5	epi_SOX9_prolif|epi_SOX9_prolif	epi_SOX9_prolif|epi_SOX9	epi_SOX9_prolif|Fibroblast eS	epi_SOX9_prolif|Lymphoid	epi_SOX9_prolif|Myeloid	epi_SOX9_prolif|Fibroblast C7	epi_SOX9|epi_Ciliated	epi_SOX9|epi_Pre-ciliated	epi_SOX9|epi_SOX9_LGR5	epi_SOX9|epi_SOX9_prolif	epi_SOX9|epi_SOX9	epi_SOX9|Fibroblast eS	epi_SOX9|Lymphoid	epi_SOX9|Myeloid	epi_SOX9|Fibroblast C7	Fibroblast eS|epi_Ciliated	Fibroblast eS|epi_Pre-ciliated	Fibroblast eS|epi_SOX9_LGR5	Fibroblast eS|epi_SOX9_prolif	Fibroblast eS|epi_SOX9	Fibroblast eS|Fibroblast eS	Fibroblast eS|Lymphoid	Fibroblast eS|Myeloid	Fibroblast eS|Fibroblast C7	Lymphoid|epi_Ciliated	Lymphoid|epi_Pre-ciliated	Lymphoid|epi_SOX9_LGR5	Lymphoid|epi_SOX9_prolif	Lymphoid|epi_SOX9	Lymphoid|Fibroblast eS	Lymphoid|Lymphoid	Lymphoid|Myeloid	Lymphoid|Fibroblast C7	Myeloid|epi_Ciliated	Myeloid|epi_Pre-ciliated	Myeloid|epi_SOX9_LGR5	Myeloid|epi_SOX9_prolif	Myeloid|epi_SOX9	Myeloid|Fibroblast eS	Myeloid|Lymphoid	Myeloid|Myeloid	Myeloid|Fibroblast C7	Fibroblast C7|epi_Ciliated	Fibroblast C7|epi_Pre-ciliated	Fibroblast C7|epi_SOX9_LGR5	Fibroblast C7|epi_SOX9_prolif	Fibroblast C7|epi_SOX9	Fibroblast C7|Fibroblast eS	Fibroblast C7|Lymphoid	Fibroblast C7|Myeloid	Fibroblast C7|Fibroblast C7	epi_Ciliated|epi_Lumenal 1	epi_Ciliated|epi_Lumenal 2	epi_Ciliated|epi_Glandular	epi_Ciliated|epi_Glandular_secretory	epi_Ciliated|Fibroblast dS	epi_Lumenal 1|epi_Ciliated	epi_Lumenal 1|epi_Lumenal 1	epi_Lumenal 1|epi_Lumenal 2	epi_Lumenal 1|epi_Glandular	epi_Lumenal 1|epi_Glandular_secretory	epi_Lumenal 1|Fibroblast dS	epi_Lumenal 1|Lymphoid	epi_Lumenal 1|epi_SOX9	epi_Lumenal 1|Fibroblast C7	epi_Lumenal 1|Myeloid	epi_Lumenal 2|epi_Ciliated	epi_Lumenal 2|epi_Lumenal 1	epi_Lumenal 2|epi_Lumenal 2	epi_Lumenal 2|epi_Glandular	epi_Lumenal 2|epi_Glandular_secretory	epi_Lumenal 2|Fibroblast dS	epi_Lumenal 2|Lymphoid	epi_Lumenal 2|epi_SOX9	epi_Lumenal 2|Fibroblast C7	epi_Lumenal 2|Myeloid	epi_Glandular|epi_Ciliated	epi_Glandular|epi_Lumenal 1	epi_Glandular|epi_Lumenal 2	epi_Glandular|epi_Glandular	epi_Glandular|epi_Glandular_secretory	epi_Glandular|Fibroblast dS	epi_Glandular|Lymphoid	epi_Glandular|epi_SOX9	epi_Glandular|Fibroblast C7	epi_Glandular|Myeloid	epi_Glandular_secretory|epi_Ciliated	epi_Glandular_secretory|epi_Lumenal 1	epi_Glandular_secretory|epi_Lumenal 2	epi_Glandular_secretory|epi_Glandular	epi_Glandular_secretory|epi_Glandular_secretory	epi_Glandular_secretory|Fibroblast dS	epi_Glandular_secretory|Lymphoid	epi_Glandular_secretory|epi_SOX9	epi_Glandular_secretory|Fibroblast C7	epi_Glandular_secretory|Myeloid	Fibroblast dS|epi_Ciliated	Fibroblast dS|epi_Lumenal 1	Fibroblast dS|epi_Lumenal 2	Fibroblast dS|epi_Glandular	Fibroblast dS|epi_Glandular_secretory	Fibroblast dS|Fibroblast dS	Fibroblast dS|Lymphoid	Fibroblast dS|epi_SOX9	Fibroblast dS|Fibroblast C7	Fibroblast dS|Myeloid	Lymphoid|epi_Lumenal 1	Lymphoid|epi_Lumenal 2	Lymphoid|epi_Glandular	Lymphoid|epi_Glandular_secretory	Lymphoid|Fibroblast dS	epi_SOX9|epi_Lumenal 1	epi_SOX9|epi_Lumenal 2	epi_SOX9|epi_Glandular	epi_SOX9|epi_Glandular_secretory	epi_SOX9|Fibroblast dS	Fibroblast C7|epi_Lumenal 1	Fibroblast C7|epi_Lumenal 2	Fibroblast C7|epi_Glandular	Fibroblast C7|epi_Glandular_secretory	Fibroblast C7|Fibroblast dS	Myeloid|epi_Lumenal 1	Myeloid|epi_Lumenal 2	Myeloid|epi_Glandular	Myeloid|epi_Glandular_secretory	Myeloid|Fibroblast dS
CPI-SS0ABEE4D3D	RBP4_STRA6	simple:P02753	simple:Q9BX79	RBP4	STRA6	True	False	True	curated	False	Ligand-Receptor		0.013																																																																																																																0.249										0.272																																		
CPI-SS0DB3F5A37	JAG2_NOTCH1	simple:Q9Y219	simple:P46531	JAG2	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.013							0.161																																																																																						0.146																																																															
CPI-SS0D08E949F	SLITRK4_OLR1	simple:Q8IW52	simple:P78380	SLITRK4	OLR1	True	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.013																																			0.233									0.234																																																																																																																
CPI-SC0D0BFC9F7	COL5A3_integrin_a11b1_complex	simple:P25940	complex:integrin_a11b1_complex	COL5A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.013																																																						0.199																											0.277																																																																											
CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	SPN	SIGLEC1	True	False	False	curated	False	Ligand-Receptor		0.013																																																														0.234									0.217																																																																																					
CPI-SS097860321	WNT6_SFRP1	simple:Q9Y6F9	simple:Q8N474	WNT6	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.013																																																			0.834			0.48																																																																																																						
CPI-SS0D9366D11	FGF1_FGFR4	simple:P05230	simple:P22455	FGF1	FGFR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.013																																																	0.07	0.067																																																																																																										
CPI-SC0E0F34C9F	WNT5A_FZD10_LRP5	simple:P41221	complex:FZD10_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013																															0.123																		0.314																																																																																																											
CPI-SS0731F750C	NLGN1_NRXN3	simple:Q8N2Q7	simple:Q9HDB5	NLGN1	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.013																																														0.136		0.178																																																																																																												
CPI-SS0A93EEAEB	WNT9A_SFRP1	simple:O14904	simple:Q8N474	WNT9A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.013															0.811			0.457																																																																																																																																										
CPI-SC0EB5D8E44	WNT7A_FZD10_LRP5	simple:O00755	complex:FZD10_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013																						0.259									0.116																																																																																																																													
CPI-SC0FDB82036	WNT2_FZD10_LRP6	simple:P09544	complex:FZD10_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013																																																	0.278																											0.116																																																																																
CPI-SC0C1E494D6	COL21A1_integrin_a11b1_complex	simple:Q96P44	complex:integrin_a11b1_complex	COL21A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.013									0.321									0.182																																																																																																																																										
CPI-SS045EC4F7D	RLN2_RXFP1	simple:P04090	simple:Q9HBX9	RLN2	RXFP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Relaxin	0.013												0.244		0.274																																																																																																																																														
CPI-SS0D8DE8E59	PSAP_GPR37	simple:P07602	simple:O15354	PSAP	GPR37	True	False	True	curated	False	Ligand-Receptor	Signaling by Prosaposin	0.013																																																																																																																																																				0.953					1.114			
CPI-SC08F3F7DC6	PLA2G2A_integrin_a5b1_complex	simple:P14555	complex:integrin_a5b1_complex	PLA2G2A		True	False	False	curated	True	Ligand-Receptor	Cell adhesion by Phospholipase	0.013																																																																																																																																				0.193				0.16																				
CPI-SS05B7D3407	CCL5_ACKR1	simple:P13501	simple:Q16570	CCL5	ACKR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.013																																																															1.001									0.226																																																																																				
CPI-CS0A7A0DFA4	Glutamate_byGLS_and_SLC17A8_GRIA2	complex:Glutamate_byGLS_and_SLC17A8	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.013			0.088									0.053																																																																																																																																																
CPI-SS00D1CB372	CD34_SELL	simple:P28906	simple:P14151	CD34	SELL	False	False	False	curated	False	Ligand-Receptor		0.013																																																					0.201																											0.242																																																																												
CPI-SS0D479FBB7	SELPLG_SELL	simple:Q14242	simple:P14151	SELPLG	SELL	False	True	False	curated	False	Ligand-Receptor	Signaling by Selectin	0.013																																																														0.236									0.233																																																																																					
CPI-SC0185A7BDE	WNT6_FZD8_LRP5	simple:Q9Y6F9	complex:FZD8_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013																																															0.055		0.055																																																																																																											
CPI-SS0B3C76C9D	PDGFD_PDGFRB	simple:Q9GZP0	simple:P09619	PDGFD	PDGFRB	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.013																																																			0.402			0.284																																																																																																						
CPI-SC01633DC81	COL16A1_integrin_a11b1_complex	simple:Q07092	complex:integrin_a11b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.013																																																						0.276																											0.269																																																																											
CPI-SC02FD11A30	WNT9A_FZD7_LRP5	simple:O14904	complex:FZD7_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013													0.037	0.037																																																																																																																																														
CPI-SS0ECC9DF3E	EFNB2_EPHB2	simple:P52799	simple:P29323	EFNB2	EPHB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.013																					0.28																											0.206																																																																																																												
CPI-SS0291D3D2E	PROC_PROCR	simple:P04070	simple:Q9UNN8	PROC	PROCR	True	False	True	curated	False	Ligand-Receptor		0.013															0.176			0.211																																																																																																																																										
CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.013																																																																																																																																			0.663																			1.015						
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.013																																																																																																												0.065																				0.106																												
CPI-SC0C3E862AA	IHH_PTCH_GAS1_transmembrane_receptor	simple:Q14623	complex:PTCH_GAS1_transmembrane_receptor	IHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Indian hedgehog	0.013																																																																																						0.191																																																												0.376										
CPI-CS0EC7F7C75	Dihydrotestosterone_bySRD5A1_AR	complex:Dihydrotestosterone_bySRD5A1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.013																																	0.303			0.272																																																																																																																								
CPI-SC0434B6726	WNT7B_FZD8_LRP6	simple:P56706	complex:FZD8_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013																																																																																																																							0.113		0.102																																			
CPI-SC0104DF8E5	IL10_IL10_receptor	simple:P22301	complex:IL10_receptor	IL10		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	0.013																																																																						0.265	0.352																																																																																					
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.013																																																0.175	0.108																																																																																																											
CPI-SC0D8F589A1	WNT6_FZD8_LRP6	simple:Q9Y6F9	complex:FZD8_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013																																															0.055		0.055																																																																																																											
CPI-SS0FD44484F	TENM4_ADGRL2	simple:Q6N022	simple:O95490	TENM4	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.013												0.153	0.086																																																																																																																																															
CPI-SC0B9D5B3BB	WNT11_FZD8_LRP6	simple:O96014	complex:FZD8_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013											0.094		0.093																																																																																																																																															
CPI-CS094459C68	Glutamate_byGLS_and_SLC17A8_GRM5	complex:Glutamate_byGLS_and_SLC17A8	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.013	0.096									0.061																																																																																																																																																		
CPI-SS0247B3C14	TNFSF13B_TNFRSF13C	simple:Q9Y275	simple:Q96RJ3	TNFSF13B	TNFRSF13C	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.013																																																																																																																																																								0.331	0.359			
CPI-SC0629FB330	IL1A_IL1_receptor_inhibitor	simple:P01583	complex:IL1_receptor_inhibitor	IL1A		True	False	True	curated	False	Ligand-Receptor	Signaling by Interleukin	0.013																						0.126																																													0.089																																																																																									
CPI-SS0F7A89A4F	SHH_HHIP	simple:Q15465	simple:Q96QV1	SHH	HHIP	True	False	False	curated	False	Ligand-Ligand	Signaling by Sonic hedgehog	0.013						0.078									0.113																																																																																																																																													
CPI-SS0E555F91F	CCL5_ACKR2	simple:P13501	simple:O00590	CCL5	ACKR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.013																																																																																																																																												0.975															0.2	
CPI-SS087BEB1C9	CCL4_ACKR2	simple:P13236	simple:O00590	CCL4	ACKR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.013																																																																																																																																												0.857															0.911	
CPI-SS0483CE4ED	PTHLH_PTH1R	simple:P12272	simple:Q03431	PTHLH	PTH1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Parathyroid hormone	0.013															0.145																																				0.165																																																																																																									
CPI-SC0714EE585	WNT11_FZD7_LRP5	simple:O96014	complex:FZD7_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013													0.098	0.098																																																																																																																																														
CPI-SC0D19712B9	WNT7A_FZD10_LRP6	simple:O00755	complex:FZD10_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013																						0.259									0.116																																																																																																																													
CPI-SS0659DBE72	EFNA4_EPHA4	simple:P52798	simple:P54764	EFNA4	EPHA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.013																																																																																																																						0.07																								0.082														
CPI-SS084EA55C0	CLSTN1_NRXN1	simple:O94985	simple:Q9ULB1	CLSTN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.013						0.29																																													0.235																																																																																																									
CPI-SC0CBE0F4A0	WNT6_FZD7_LRP5	simple:Q9Y6F9	complex:FZD7_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.013																																																	0.059	0.059																																																																																																										
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.013		0.561									0.569																																																																																																																																																	
CPI-SS0FA378947	NLGN4X_NRXN1	simple:Q8N0W4	simple:Q9ULB1	NLGN4X	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.013																								0.152																											0.147																																																																																																									
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.013																																																						0.394																																																																																	0.485																					
CPI-SC04220334A	SHH_PTCH2_BOC_transmembrane_receptor	simple:Q15465	complex:PTCH2_BOC_transmembrane_receptor	SHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Sonic hedgehog	0.013	0.056									0.091																																																																																																																																																		
CPI-SS010BB499F	CCL2_ACKR2	simple:P13500	simple:O00590	CCL2	ACKR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.013																																																																																																																																																						0.235					0.278	
CPI-SS0D62FB89C	FGFR4_TGFBR3	simple:P22455	simple:Q03167	FGFR4	TGFBR3	True	True	True	curated	False	Receptor-Receptor		0.013																																				0.19									0.188																																																																																																															
CPI-CS0E52EA029	Adrenaline_byPNMT_and_SLC18A2_ADRA2C	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P18825		ADRA2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	0.013																																																																																																						0.418	0.117																																																					
CPI-CS0CCD9D09E	Adrenaline_byPNMT_and_SLC18A2_ADRA2B	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	0.013																																																																																																			0.072					0.069																																																				
