gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	endo.Arterial	endo.Venous	epi.Ciliated	epi.Glandular	epi.Glandular_secretory	epi.Glandular_secretory_FGF7	epi.Luminal	epi.SOX9_basalis	epi.SOX9_functionalis_I	epi.SOX9_functionalis_II	epi.SOX9_luminal	epi.preCiliated	epi.preGlandular	epi.preLuminal	immune.eM1	immune.eM2	immune.uNK1	immune.uNK3	mes.Fibroblast_basalis	mes.dStromal_early	mes.dStromal_late	mes.dStromal_mid	mes.ePV_1a	mes.ePV_1b	mes.ePV_2	mes.eStromal	mes.eStromal_MMPs	mes.uSMCs
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC036F9AC3C	ALDH1A1	0.24	0.34	0.078	0.02	0.082	0.178	0.026	0.38	0.178	0.16	0.072	0.153	0.33	0.042	0.158	0.364	0.042	0.042	0.674	0.664	0.594	0.674	0.29	0.132	0.412	0.904	0.8	0.12
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065AB1F5E	ALDH1A1	0.24	0.34	0.078	0.02	0.082	0.178	0.026	0.38	0.178	0.16	0.072	0.153	0.33	0.042	0.158	0.364	0.042	0.042	0.674	0.664	0.594	0.674	0.29	0.132	0.412	0.904	0.8	0.12
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC01AF691C1	ALDH1A1	0.24	0.34	0.078	0.02	0.082	0.178	0.026	0.38	0.178	0.16	0.072	0.153	0.33	0.042	0.158	0.364	0.042	0.042	0.674	0.664	0.594	0.674	0.29	0.132	0.412	0.904	0.8	0.12
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A31C8D8B	ALDH1A1	0.24	0.34	0.078	0.02	0.082	0.178	0.026	0.38	0.178	0.16	0.072	0.153	0.33	0.042	0.158	0.364	0.042	0.042	0.674	0.664	0.594	0.674	0.29	0.132	0.412	0.904	0.8	0.12
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A06D2C2D	ALDH1A1	0.24	0.34	0.078	0.02	0.082	0.178	0.026	0.38	0.178	0.16	0.072	0.153	0.33	0.042	0.158	0.364	0.042	0.042	0.674	0.664	0.594	0.674	0.29	0.132	0.412	0.904	0.8	0.12
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0E829C954	ALDH1A1	0.24	0.34	0.078	0.02	0.082	0.178	0.026	0.38	0.178	0.16	0.072	0.153	0.33	0.042	0.158	0.364	0.042	0.042	0.674	0.664	0.594	0.674	0.29	0.132	0.412	0.904	0.8	0.12
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CS08EE9E5CE	ALDH1A1	0.24	0.34	0.078	0.02	0.082	0.178	0.026	0.38	0.178	0.16	0.072	0.153	0.33	0.042	0.158	0.364	0.042	0.042	0.674	0.664	0.594	0.674	0.29	0.132	0.412	0.904	0.8	0.12
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0C61DFEC5	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03C7C010D	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC021B19C0E	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC061CCD0A0	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC066507DFB	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC000118AA2	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7C148C8	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0974AE49B	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC071BF7D12	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CS033058D2B	ALDH1A2	0.034	0.038	0.076	0.038	0.09	0.028	0.024	0.025	0.03	0.05	0.044	0.086	0.01	0.02	0.062	0.076	0.022	0.032	0.456	0.642	0.558	0.636	0.036	0.138	0.406	0.798	0.642	0.116
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03F7FB36A	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0564402E8	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC039D8C2A7	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0D32DC80C	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BD81688E	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BEBB9C26	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC07CAD6A4A	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC09B046394	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC00B974CC4	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CS0C61C245A	ALDH1A3	0.02	0.042	0.182	0.07	0.092	0.012	0.066	0.014	0.088	0.006	0.104	0.049	0.05	0.104	0.026	0.018	0.022	0.028	0.172	0.602	0.296	0.636	0.012	0.06	0.064	0.072	0.13	0.05
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	BMPR1B	0.002	0.008	0.322	0.19	0.124	0.024	0.118	0.53	0.486	0.466	0.528	0.455	0.308	0.326	0.006	0.01	0.002	0.004	0.029	0.006	0.002	0.004	0.022	0.016	0.014	0.01	0.02	0.008
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	BMPR2	0.002	0.008	0.322	0.19	0.124	0.024	0.118	0.53	0.486	0.466	0.528	0.455	0.308	0.326	0.006	0.01	0.002	0.004	0.029	0.006	0.002	0.004	0.022	0.016	0.014	0.01	0.02	0.008
CYP27B1	O15528	True	CP27B_HUMAN	Calcitriol_byCYP27B1	CPI-CS01DAEDE79	CYP27B1	0.004	0.01	0.01	0.006	0.0	0.0	0.008	0.028	0.114	0.066	0.022	0.055	0.042	0.032	0.002	0.01	0.01	0.0	0.0	0.0	0.012	0.01	0.002	0.01	0.004	0.006	0.006	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	CEL	0.01	0.004	0.404	0.014	0.024	0.0	0.004	0.008	0.022	0.016	0.018	0.356	0.004	0.014	0.0	0.002	0.002	0.002	0.008	0.006	0.0	0.004	0.006	0.004	0.012	0.004	0.008	0.0
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS0CDFC0C7D	CEL	0.01	0.004	0.404	0.014	0.024	0.0	0.004	0.008	0.022	0.016	0.018	0.356	0.004	0.014	0.0	0.002	0.002	0.002	0.008	0.006	0.0	0.004	0.006	0.004	0.012	0.004	0.008	0.0
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	DHCR24	0.076	0.088	0.228	0.424	0.492	0.102	0.242	0.034	0.226	0.262	0.432	0.304	0.508	0.48	0.046	0.03	0.112	0.014	0.018	0.02	0.012	0.02	0.008	0.044	0.04	0.022	0.02	0.004
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS03D61E885	DHCR24	0.076	0.088	0.228	0.424	0.492	0.102	0.242	0.034	0.226	0.262	0.432	0.304	0.508	0.48	0.046	0.03	0.112	0.014	0.018	0.02	0.012	0.02	0.008	0.044	0.04	0.022	0.02	0.004
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	LIPA	0.442	0.43	0.198	0.078	0.158	0.058	0.078	0.541	0.682	0.636	0.454	0.301	0.232	0.226	0.552	0.71	0.1	0.054	0.12	0.13	0.178	0.214	0.13	0.2	0.26	0.182	0.154	0.07
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0F51152EA	LIPA	0.442	0.43	0.198	0.078	0.158	0.058	0.078	0.541	0.682	0.636	0.454	0.301	0.232	0.226	0.552	0.71	0.1	0.054	0.12	0.13	0.178	0.214	0.13	0.2	0.26	0.182	0.154	0.07
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D33FF37B	PNMT	0.014	0.008	0.186	0.016	0.0	0.002	0.176	0.071	0.01	0.012	0.08	0.029	0.128	0.33	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0A5499A2C	PNMT	0.014	0.008	0.186	0.016	0.0	0.002	0.176	0.071	0.01	0.012	0.08	0.029	0.128	0.33	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	PNMT	0.014	0.008	0.186	0.016	0.0	0.002	0.176	0.071	0.01	0.012	0.08	0.029	0.128	0.33	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	PNMT	0.014	0.008	0.186	0.016	0.0	0.002	0.176	0.071	0.01	0.012	0.08	0.029	0.128	0.33	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D4E32D9D	PNMT	0.014	0.008	0.186	0.016	0.0	0.002	0.176	0.071	0.01	0.012	0.08	0.029	0.128	0.33	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	PNMT	0.014	0.008	0.186	0.016	0.0	0.002	0.176	0.071	0.01	0.012	0.08	0.029	0.128	0.33	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	PNMT	0.014	0.008	0.186	0.016	0.0	0.002	0.176	0.071	0.01	0.012	0.08	0.029	0.128	0.33	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09342A843	PNMT	0.014	0.008	0.186	0.016	0.0	0.002	0.176	0.071	0.01	0.012	0.08	0.029	0.128	0.33	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS04C3CEB1B	PNMT	0.014	0.008	0.15	0.016	0.0	0.002	0.128	0.071	0.01	0.012	0.048	0.029	0.128	0.072	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0C22FCA29	PNMT	0.014	0.008	0.15	0.016	0.0	0.002	0.128	0.071	0.01	0.012	0.048	0.029	0.128	0.072	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS00979A178	PNMT	0.014	0.008	0.15	0.016	0.0	0.002	0.128	0.071	0.01	0.012	0.048	0.029	0.128	0.072	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0CCD9D09E	PNMT	0.014	0.008	0.15	0.016	0.0	0.002	0.128	0.071	0.01	0.012	0.048	0.029	0.128	0.072	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0E52EA029	PNMT	0.014	0.008	0.15	0.016	0.0	0.002	0.128	0.071	0.01	0.012	0.048	0.029	0.128	0.072	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS08E4B4F26	PNMT	0.014	0.008	0.15	0.016	0.0	0.002	0.128	0.071	0.01	0.012	0.048	0.029	0.128	0.072	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS09B74556F	PNMT	0.014	0.008	0.15	0.016	0.0	0.002	0.128	0.071	0.01	0.012	0.048	0.029	0.128	0.072	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS046C11B05	PNMT	0.014	0.008	0.15	0.016	0.0	0.002	0.128	0.071	0.01	0.012	0.048	0.029	0.128	0.072	0.002	0.0	0.0	0.004	0.0	0.04	0.002	0.01	0.0	0.004	0.0	0.008	0.002	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	CYP19A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.012	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	CYP19A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.012	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	CYP19A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.012	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	HSD17B1	0.014	0.036	0.058	0.042	0.054	0.036	0.054	0.062	0.08	0.062	0.066	0.114	0.142	0.052	0.014	0.012	0.036	0.024	0.047	0.096	0.07	0.062	0.022	0.064	0.094	0.112	0.068	0.032
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	HSD17B1	0.014	0.036	0.058	0.042	0.054	0.036	0.054	0.062	0.08	0.062	0.066	0.114	0.142	0.052	0.014	0.012	0.036	0.024	0.047	0.096	0.07	0.062	0.022	0.064	0.094	0.112	0.068	0.032
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	HSD17B1	0.014	0.036	0.058	0.042	0.054	0.036	0.054	0.062	0.08	0.062	0.066	0.114	0.142	0.052	0.014	0.012	0.036	0.024	0.047	0.096	0.07	0.062	0.022	0.064	0.094	0.112	0.068	0.032
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	EBI3	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.002	0.022	0.003	0.0	0.004	0.002	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0D8A77C69	IL12A	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.008	0.002	0.022	0.003	0.0	0.004	0.002	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGB1	0.426	0.292	0.534	0.41	0.418	0.062	0.374	0.501	0.864	0.604	0.778	0.753	0.724	0.662	0.258	0.356	0.09	0.056	0.346	0.462	0.474	0.362	0.324	0.688	0.59	0.442	0.51	0.278
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	ITGB1	0.426	0.292	0.534	0.41	0.418	0.062	0.374	0.501	0.864	0.604	0.778	0.753	0.724	0.662	0.258	0.356	0.09	0.056	0.346	0.462	0.474	0.362	0.324	0.688	0.59	0.442	0.51	0.278
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGAV	0.426	0.292	0.534	0.41	0.418	0.062	0.374	0.501	0.864	0.604	0.778	0.753	0.724	0.662	0.258	0.356	0.09	0.056	0.346	0.462	0.474	0.362	0.324	0.688	0.59	0.442	0.51	0.278
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	ITGAV	0.426	0.292	0.534	0.41	0.418	0.062	0.374	0.501	0.864	0.604	0.778	0.753	0.724	0.662	0.258	0.356	0.09	0.056	0.346	0.462	0.474	0.362	0.324	0.688	0.59	0.442	0.51	0.278
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGAV	0.042	0.006	0.022	0.02	0.054	0.022	0.006	0.006	0.002	0.006	0.044	0.008	0.0	0.006	0.006	0.004	0.002	0.002	0.026	0.006	0.046	0.014	0.014	0.02	0.012	0.036	0.138	0.072
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGAV	0.042	0.006	0.022	0.02	0.054	0.022	0.006	0.006	0.002	0.006	0.044	0.008	0.0	0.006	0.006	0.004	0.002	0.002	0.026	0.006	0.046	0.014	0.014	0.02	0.012	0.036	0.138	0.072
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS079C9111D	ITGAV	0.042	0.006	0.022	0.02	0.054	0.022	0.006	0.006	0.002	0.006	0.044	0.008	0.0	0.006	0.006	0.004	0.002	0.002	0.026	0.006	0.046	0.014	0.014	0.02	0.012	0.036	0.138	0.072
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb5_complex	CPI-CS0661098EC	ITGAV	0.23	0.292	0.322	0.156	0.234	0.062	0.09	0.382	0.348	0.456	0.528	0.532	0.146	0.226	0.19	0.356	0.08	0.004	0.294	0.21	0.282	0.21	0.21	0.464	0.298	0.37	0.51	0.126
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGB3	0.042	0.006	0.022	0.02	0.054	0.022	0.006	0.006	0.002	0.006	0.044	0.008	0.0	0.006	0.006	0.004	0.002	0.002	0.026	0.006	0.046	0.014	0.014	0.02	0.012	0.036	0.138	0.072
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGB3	0.042	0.006	0.022	0.02	0.054	0.022	0.006	0.006	0.002	0.006	0.044	0.008	0.0	0.006	0.006	0.004	0.002	0.002	0.026	0.006	0.046	0.014	0.014	0.02	0.012	0.036	0.138	0.072
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS079C9111D	ITGB3	0.042	0.006	0.022	0.02	0.054	0.022	0.006	0.006	0.002	0.006	0.044	0.008	0.0	0.006	0.006	0.004	0.002	0.002	0.026	0.006	0.046	0.014	0.014	0.02	0.012	0.036	0.138	0.072
ITGB5	P18084	True	ITB5_HUMAN	integrin_aVb5_complex	CPI-CS0661098EC	ITGB5	0.23	0.292	0.322	0.156	0.234	0.062	0.09	0.382	0.348	0.456	0.528	0.532	0.146	0.226	0.19	0.356	0.08	0.004	0.294	0.21	0.282	0.21	0.21	0.464	0.298	0.37	0.51	0.126
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS047D9C0D7	LTA4H	0.398	0.34	0.258	0.238	0.318	0.12	0.248	0.85	0.514	0.654	0.638	0.571	0.346	0.342	0.496	0.29	0.118	0.084	0.299	0.208	0.11	0.186	0.342	0.306	0.194	0.262	0.22	0.316
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0F5B070C5	LTA4H	0.398	0.34	0.258	0.238	0.318	0.12	0.248	0.85	0.514	0.654	0.638	0.571	0.346	0.342	0.496	0.29	0.118	0.084	0.299	0.208	0.11	0.186	0.342	0.306	0.194	0.262	0.22	0.316
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS0150916A7	DPEP1	0.042	0.44	0.008	0.0	0.002	0.008	0.0	0.003	0.0	0.002	0.0	0.14	0.006	0.006	0.006	0.002	0.002	0.0	0.013	0.004	0.0	0.002	0.006	0.034	0.044	0.016	0.004	0.0
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS08225A985	DPEP1	0.042	0.44	0.008	0.0	0.002	0.008	0.0	0.003	0.0	0.002	0.0	0.14	0.006	0.006	0.006	0.002	0.002	0.0	0.013	0.004	0.0	0.002	0.006	0.034	0.044	0.016	0.004	0.0
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS048E474A5	DPEP2	0.04	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.13	0.008	0.022	0.0	0.0	0.004	0.0	0.0	0.006	0.0	0.0	0.004	0.0
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS058C0BB88	DPEP2	0.04	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.13	0.008	0.022	0.0	0.0	0.004	0.0	0.0	0.006	0.0	0.0	0.004	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	ALOX12	0.002	0.002	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.002	0.002	0.0	0.002
